Book Title,Author,Author VIAF Number,Translator,Translator VIAF Number,Publisher,University Press,University_Press_STND,Translator on Cover,Translator_on_Cover_STND,Trans_Pub_Date,Trans_Publication_Country,Language ,Original_Pub_Date,Original_Publication_Country,Author Gender,Author_Gender,Author_Residence,Author_Latitude,Author_Longitude,Translator Gender,Trans_Gender,Trans_Residence,Trans_Latitude,Trans_Longitude,Text_Type,Pages_in_Translation,Pages_in_Paratexts,Paratexts Type,Glossary or Notes,Glossary_or_Notes_STND,No._of_terms_in_Glossary_or_Notes,Examples_Words_in_Glossary_or_Notes,Religious Glossary Terms,Religious_Glossary_Terms_STND (Y/N=1/0),Food Glossary Terms,Food_Glossary_Terms_STND (Y/N=1/0),Clothing Glossary Terms,Clothing_Glossary_Terms_STND (Y/N=1/0),Culture or Customs in Glossary,Culture_or_Customs_in_Glossary_STND (Y/N=1/0),Historical_Figures_in_Glossary_STND (Y/N=1/0),Awards_in_Original,Awards_in_Trans
"The Image, the Icon, and the Covenant","Khalifeh, Sahar ",14801041,"Bamia, Aida",44525532,Interlink,N,0,Y,1,2008,USA,Arabic,2002,Lebanon,F,0,"Jordan, Palestine",31.974227,35.9072911,F,0,USA,37.09024,-95.712891,Novel,264,,"Quotation,   Glossary",Y,1,25,"wali, arak, knafeh, mahaleb, tabbuleh, egal, ghutra, hatta, kufiyyeh, kumbaz, serwal, dabkeh, dal'uneh, fida'i, habibi, mashrabiya, oud, qanun, ustadh, ya",wali,1,"arak, knafeh, mahaleb, tabbuleh",1,"egal, ghutra, hatta, kufiyyeh, kumbaz, serwal",1,"dabkeh, dal'uneh, fida'i, habibi, mashrabiya, oud, qanun, ustadh, ya",1,0,Naguib Mahfouz Medal for Literature 2006,-
Of Noble Origins ,"Khalifeh, Sahar ",14801041,"Bamia, Aida",44525532,AUC,Y,1,Y,1,2012,Egypt,Arabic,2009,Lebanon,F,0,"Jordan, Palestine",31.974227,35.9072911,F,0,USA,37.09024,-95.712891,Novel,269,,Author Bio,Y,1,68,"Basmala, dunums, maddahin, nuqut, qatayif, tamriyeh, zawiyas","adhan, basmala, bismillah, buraq, the Companions, ediyyeh, hadra, al-Hasan and al-Husayn, katb al-kitab, the maryam sura, ma sha'allah, mawalid, ",1,"belila, faqqus, fatteh, kaak, knafeh, kubbeh, maamul, mahlab, mansaf, mushabbak, ",1,"abayeh, baraqi, ",1,"awqaf, kanoun, maqam, ",1,1,-,-
The End of Spring,"Khalifeh, Sahar ",14801041,"Haydar, Paula",7665444,Interlink,N,0,Y,1,2008,USA,Arabic,2004,Lebanon,F,0,Palestine,31.952162,35.233154,F,0,USA,37.09024,-95.712891,Novel,281,,"Contents Page,   Notes,   Acknowledgements",Y (Notes),1,47,"waaf, hajji, mihrab, fatiha, ya layl, shahada, halwa, ghazl-il-banat, knafeh, fattoosh, meze, lebneh, kibbeh, msakhkhan, sambousek, salata, za'atar, serwal, nakba, tanzims, dabke, haati, mukhtar, mawwal, qanun, aziza, mujahid","waaf, hajji, mihrab, fatiha, ya layl, shahada, ",1,"halwa, ghazl-il-banat, knafeh, fattoosh, meze, lebneh, kibbeh, msakhkhan, sambousek, salata, za'atar",1,serwal,1,"nakba, tanzims, dabke, haati, mukhtar, mawwal, qanun, aziza, mujahid",1,0,-,-
Wild Thorns,"Khalifeh, Sahar ",14801041,"Le Gassik, Trevor & Fernea, Elizabeth",109193814??,Interlink,N,0,Y,1,1989,USA,Arabic,1976,Israel ,F,0,"Jordan, Palestine",31.974227,35.9072911,"M, F",-,"UK, Canada",51.5078,-0.129097,Novel,202,,Glossary,N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
A Sky So Close,"Khedairi, Betool",81658095,"Muhayman, Jamil",10155788,Anchor,N,0,N,0,2002,USA,Arabic,1999,Lebanon,F,0,Jordan,30.585164,36.238414,M,1,UK,55.378051,-3.435973,Novel,238,,"Dedication,   Author's Acknowledgements",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
Absent,"Khedairi, Betool",81658095,"Muhayman, Jamil",10155788,AUC,Y,1,N,0,2005,USA,Arabic,2004,Lebanon,F,0,Jordan,30.585164,36.238414,M,1,UK,55.378051,-3.435973,Novel,211,,"Author Bio,   Dedication,   Acknowledgements",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
As Though She Were Sleeping,"Khoury, Elias ",14792508,"Booth, Marilyn",14901543,Archipelago Books,N,0,Y,1,2012,USA,Arabic,2007,Lebanon,M,1,Lebanon,33.854721,35.862285,F,0,USA,37.09024,-95.712891,Novel,361,,"Author Bio,   Quotation",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
Gate of the Sun,"Khoury, Elias ",14792508,"Davies, Humphrey",228562256,Archipelago Books,N,0,Y,1,2006,USA,Arabic,1998,Lebanon,M,1,Lebanon,33.854721,35.862285,M,1,UK,55.378051,-3.435973,Novel,528,,"Quotation,   Translator's Note",Y (Notes),1,11,"kunafa, historical events, Abd Al-Qadir Husseini, al-Mutanabbi, UNWRA, intifada",-,0,kunafa,1,-,0,"historical events, Abd Al-Qadir Husseini, al-Mutanabbi, UNWRA, intifada",1,1,-,-
Broken Mirrors: Sinalcol,"Khoury, Elias ",14792508,"Davies, Humphrey",228562256,Archipelago Books,N,0,Y,1,2016,USA,Arabic,2012,Lebanon,M,1,Lebanon,33.854721,35.862285,M,1,UK,55.378051,-3.435973,Novel,492,,"Contents Page,   Foreword,    Maps",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
Gates of the City,"Khoury, Elias ",14792508,"Haydar, Paula",7665444,University of Minnesota Press,Y,1,Y,1,1993,USA,Arabic,1981,Lebanon,M,1,Lebanon,33.854721,35.862285,F,0,USA,37.09024,-95.712891,Novel,94,,"Author Bio,   Book Reviews,    Maps,   Footnotes",Y (Notes),1,-,-,-,0,-,0,-,0,-,0,0,-,-
The Kingdom of Strangers,"Khoury, Elias ",14792508,"Haydar, Paula",7665444,University of Arkansas Press,Y,1,Y,1,1996,USA,Arabic,1993,Lebanon,M,1,Lebanon,33.854721,35.862285,F,0,USA,37.09024,-95.712891,Novel,103,,"Quotation,   Prologue",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
The Journey of Little Ghandi,"Khoury, Elias ",14792508,"Haydar, Paula",7665444,University of Minnesota Press,Y,1,Y,1,2009,USA,Arabic,1989,Lebanon,M,1,Lebanon,33.854721,35.862285,F,0,USA,37.09024,-95.712891,Novel,194,,"Contents Page,   Foreword,   Notes,   Author and Translator Bio",Y (Notes),1,9,"Beirut geography/history, labneh, historical figures, fatiha, kabbout",fatiha,1,labneh,1,kabbout,1,Beirut geography/history,1,1,-,-
Little Mountain,"Khoury, Elias ",14792508,"Tabet, Maia",107330618,University of Minnesota Press,Y,1,Y,1,1989,USA,ِArabic,1977,Lebanon,M,1,Lebanon,33.854721,35.862285,F,0,USA,37.09024,-95.712891,Novel,140,,Quotation,Y (Notes),1,unnumbered,-,-,0,-,0,-,0,-,0,0,-,-
White Masks,"Khoury, Elias ",14792508,"Tabet, Maia",107330618,Archipelago Books,N,0,Y,1,2010,USA,Arabic,1981,Lebanon,M,1,Lebanon,33.854721,35.862285,F,0,USA,37.09024,-95.712891,Novel,288,,"Dedication,   Translator's Dedication,   Foreword,   Footnotes,   Author Bio,    Foreword,  Author Bio,   Translator Bio",Y (Notes),1,unnumbered,"Explanations, definitions like - Al-Kata'eb ",-,0,-,0,-,0,-,0,0,-,-
Yalo,"Khoury, Elias ",14792508,"Theroux, Peter",92000990,Picador,N,0,Y,1,2009,USA,Arabic,2002,Lebanon,M,1,Lebanon,33.854721,35.862285,M,1,USA,37.09024,-95.712891,Novel,360,,Preface,N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
Basrayatha,"Khudayyir, Mohammed",107038527,"Hutchins, William M.",12461356,AUC,Y,1,Y,1,2007,Egypt,Arabic,1996,Iraq,M,1,Iraq,33.223191,43.679291,M,1,USA,37.09024,-95.712891,Novel,151,,"Translator's Acknowledgements,   Contents Page,   Quotation,   Glossary,    note on the epigraphs",Y,1,19,"Buwayb, Jaykur, ",-,0,-,0,-,0,"abudhiya, mizmar, mubattil, muhtasib, qanun, qasab, rabab, shami, sidr, slubi, thamud, zanj",1,1,-,-
Halima,"Laroussi El Metoui, Muhammad",207808294,"Boujmil, Hafdeh",-,Nirvana,N,0,N,0,2018,Tunisia,Arabic,1961,Tunisia,M,1,Tunisia,33.886917,9.537499,M,1,Tunisia,33.886917,9.537499,Novel,91,,"Dedication,   Contents Page,   Translator's Foreword,   Introduction,   Glossary,   Bibliography",Y,1,30,-,-,0,-,0,"ahram, ajar, akhras, benoir, bekhnoug, dhabbah, futa and bluza, hezam, hossara, khashabia, ketfia, khulkhal, khuyut, kmija, safsari",1,"awada, wedding customs",1,0,-,-
Al-Rahman Tree: The Story of Al-Waq El-Waq Islands' Embracement of Islam,"Madfaay, Walid",244177465,"Shihabi, Ibraheem Yahya",75251046,Maldives,N,0,-,0,1999,USA,Arabic,1996,Syria,M,1,Syria,34.802075,38.996815,M,1,Syria,34.802075,38.996815,Novel,288,,"Summary,   Author's Introduction,   Dedication,   Translator's Foreword,   Footnotes",Y (Notes),1,198,"al-rahman, hadith, Quranic references, al-sahar, al-suhur, jamid, khulkhal, mursala, qilada, istikana, old Arabic words","al-rahman, hadith, Quranic references, al-sahar, al-suhur",1,jamid,1,"khulkhal, mursala, qilada",1,"istikana, old Arabic words",1,1,-,-
Akhenaten: Dweller in Truth,"Mahfouz, Naguib",89803944,"Abu-Hassabo, Tagreid",53488077,Anchor,N,0,N,0,1998,USA,Arabic,1985,Egypt,M,1,Egypt,26.820553,30.802498,F,0,USA,37.09024,-95.712891,Novel,168,,Translator's Afterword,N,0,-,-,-,0,-,0,-,0,-,0,0,,
Mirrors,"Mahfouz, Naguib",89803944,"Allen, Roger",22256175,Bibliotheca Islamica,N,0,N,0,1977,Maldives,Arabic,1972,Egypt,M,1,Egypt,26.820553,30.802498,M,1,USA,37.09024,-95.712891,Novel,277,,"Translator's Introduction,   Map",Y (Notes),1,79,"the national party, abbasiyya, umda, as sakakini, khan al khalili, al fayyum, mihrab, ibn kalb, shatbi",mihrab,1,-,0,-,0,"the national party, abbasiyya, umda, as sakakini, khan al khalili, al fayyum, ibn kalb, shatbi",1,1,-,-
Autumn Quail,"Mahfouz, Naguib",89803944,"Allen, Roger",22256175,AUC,Y,1,N,0,1985,Egypt,Arabic,1962,Egypt,M,1,Egypt,26.820553,30.802498,M,1,USA,37.09024,-95.712891,Novel,132,,"Foreword,   Author Bio",Y (Notes),1,49,"ala kaifak, clear destruction, colocynth, faqih, khamsin, sufism, wafd, zizinia, ful, gallabiyya, al-hajj(a)","faqih, al-hajj(a), sufism",1,"colocynth, ful",1,gallabiyya,1,"wafd, zizinia",1,1,-,-
Mirrors,"Mahfouz, Naguib",89803944,"Allen, Roger",22256175,Zeitouna ,N,0,N,0,1999,Egypt,Arabic,1972,Egypt,M,1,Egypt,26.820553,30.802498,M,1,USA,37.09024,-95.712891,Novel,174,,"Author Bio,   Translator's Afterword,   Glossary",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
Karnak Cafe,"Mahfouz, Naguib",89803944,"Allen, Roger",22256175,AUC,Y,1,N,0,2007,Egypt,Arabic,1974,Egypt,M,1,Egypt,26.820553,30.802498,M,1,USA,37.09024,-95.712891,Novel,99,,Introduction,N,0,-,-,-,0,-,0,-,0,-,0,0,,
The Final Hour,"Mahfouz, Naguib",89803944,"Allen, Roger",22256175,AUC,Y,1,Y,1,2010,Egypt,Arabic,1982,Egypt,M,1,Egypt,26.820553,30.802498,M,1,USA,37.09024,-95.712891,Novel,163,,"Author and Translator Bio,   Glossary,   Translator's Acknowledgements",Y,1,28,"1923 Constitution, basmallah, infitah, Mustafa al-Nahhas, Suez 1956, Socialist laws, Yemen Revolution (mostly historical explanations)",basmallah,1,-,0,-,0,"1923 Constitution, infitah, Mustafa al-Nahhas, Suez 1956, Socialist laws, Yemen Revolution",1,1,-,-
Khan Al-Khalili ,"Mahfouz, Naguib",89803944,"Allen, Roger",22256175,Anchor,N,0,Y,1,2011,USA,Arabic,1946,Egypt,M,1,Egypt,26.820553,30.802498,M,1,USA,37.09024,-95.712891,Novel,374,,"Note on the Arabic Alphabet,   Glossary,   Translator's Note",Y,1,58,"Abd al-Hayy, al-Alamein, dab'a, hanbali, al-jahiz, night of power, zar, eid al-fitr, eid al-adha, laylat al-qadr, shaaban, shahada, zar, ful mudammis, kunafa, gallabiya, jubba, taamiya, farsi, naskh, ruq'a, thuluth, hanem, mahmal, shisha, sitt, Umm Kulthum","eid al-fitr, eid al-adha, laylat al-qadr, shaaban, shahada, zar",1,"ful mudammis, kunafa",1,"gallabiya, jubba, taamiya",1,"farsi, naskh, ruq'a, thuluth, hanem, mahmal, shisha, sitt, Umm Kulthum",1,1,-,-
"Mahfouz Centennial Library Volume 12: Mirrors, Love in the Rain, Karnak Cafe","Mahfouz, Naguib",89803944,"Allen, Roger & Roberts, Nancy",,AUC,Y,1,N,0,2011,Egypt,Arabic,"1999, 1973, 1974",Egypt,M,1,Egypt,26.820553,30.802498,"M, F, M",-,"USA, USA, USA",37.09024,-95.712891,Novel,410,,"Contents Page,   Introduction,   Bibliography,   Chronology,   Editor's Acknowledgements,   Translator's Acknowledgements",N,0,-,-,-,0,-,0,-,0,-,0,0,,
Heart of the Night,"Mahfouz, Naguib",89803944,"Bamia, Aida",44525532,AUC,Y,1,Y,1,2011,Egypt,Arabic,1975,Egypt,M,1,Egypt,26.820553,30.802498,F,0,USA,37.09024,-95.712891,Novel,99,,Contents Page,Y,1,16,,"laylat al-qadr, mahmal, salafi, ",1,"fuul, kawari, ",1,"gallabiya, gibba, quftan",1,"awalim, salamlik, samadiya, suradiq, tawashih, tuzz, waqf",1,0,-,-
Rhadopis of Nubia,"Mahfouz, Naguib",89803944,"Calderbank, Anthony ",97716024,AUC,Y,1,N,0,2003,Egypt,Arabic,1943,Egypt,M,1,Egypt,26.820553,30.802498,M,1,UK,55.378051,-3.435973,Novel,185,,"Introduction,   A Note on Transliteration,   Bibliography,   Glossary",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
The Harafish,"Mahfouz, Naguib",89803944,"Cobham, Catherine ",24756669,Doubleday,N,0,N,0,1993,USA,Arabic,1977,Egypt,M,1,Egypt,26.820553,30.802498,F,0,UK,55.378051,-3.435973,Novel,406,,"Translator's Introduction,   Glossary",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
Thebes at War,"Mahfouz, Naguib",89803944,"Davies, Humphrey",228562256,Anchor,N,0,N,0,2005,UK,Arabic,1944,Egypt,M,1,Egypt,26.820553,30.802498,M,1,UK,55.378051,-3.435973,Novel,242,,Introduction,N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
Respected Sir,"Mahfouz, Naguib",89803944,"El-Enany, Rasheed",97601908,Doubleday,N,0,N,0,1986,USA,Arabic,1975,Egypt,M,1,Egypt,26.820553,30.802498,M,1,UK,55.378051,-3.435973,Novel,178,,Author Bio,N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
The Beginning and the End,"Mahfouz, Naguib",89803944,"Hanna Awad, Ramses",59403106,AUC,Y,1,N,0,1985,USA,Arabic,1956,Egypt,M,1,Egypt,26.820553,30.802498,M,1,Egypt,26.820553,30.802498,Novel,367,,Author Bio,N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
In the Time of Love,"Mahfouz, Naguib",89803944,"Heikkinen, Kay",159960173,AUC,Y,1,Y,1,2010,Egypt,Arabic,1980,Egypt,M,1,Egypt,26.820553,30.802498,F,0,USA,37.09024,-95.712891,Novel,119,,"Author Bio,   Glossary",Y,1,21,,"fatiha, iftar, kuttab, lailat al-qadr",1,"basbusa, bastirma, fuul, mouloukhiya, spatis",1,"abaya, gallabiya",1,"abu, umm, fitiwwa, khamasin, khawaga, si, sitt, ustaz",1,1,-,-
The Beggar,"Mahfouz, Naguib",89803944,"Henry, Kristin Walker & al-Warraki, Nariman Khales Naili","164322558, 10018078",Doubleday,N,0,N,0,1986,USA,Arabic,1965,Egypt,M,1,Egypt,26.820553,30.802498,"F, F",0,Egypt,26.820553,30.802498,Novel,132,,Author Bio,N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
Cairo Modern,"Mahfouz, Naguib",89803944,"Hutchins, William M.",12461356,Anchor,N,0,N,0,2008,USA,Arabic,1945,Egypt,M,1,Egypt,26.820553,30.802498,M,1,USA,37.09024,-95.712891,Novel,240,,"Glossary,   Afterword",Y,1,37,,"dhikr, hanbali, mahdi, zakat",1,"ful, ful midammis, mish",1,gallabiya,1,"tuzz, umm, wafd party",1,1,-,-
"
The Cairo Trilogy: Palace Walk, Palace of Desire, Sugar Street ","Mahfouz, Naguib",89803944,"Hutchins, William M. & Kenny, Olive E. & Kenny, Lorne M. & Samaan, Angele Botros",12461356,Alfred A. Knopf,N,0,N,0,2001,USA,Arabic,"1956, 1957",Egypt,M,1,Egypt,26.820553,30.802498,"M, F, M, F",-,"USA, Canada, Egypt",,,Novel,1313,,"Dedication,   Contents Page,   Introduction,   A Note on Transliteration",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
The Search,"Mahfouz, Naguib",89803944,"Islam, Mohamed",31996761,Doubleday,N,0,N,0,1987,USA,Arabic,1964,Egypt,M,1,Egypt,26.820553,30.802498,M,1,-,,,Novel,133,,Glossary,N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
The Journey of Ibn Fattouma,"Mahfouz, Naguib",89803944,"Johnson-Davies, Denys",75051071,Doubleday,N,0,N,0,1992,USA,Arabic,1983,Egypt,M,1,Egypt,26.820553,30.802498,M,1,Egypt,26.820553,30.802498,Novel,148,,Introduction,N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
Wedding Song,"Mahfouz, Naguib",89803944,"Kenny, Olive E. ",46873607,Doubleday,N,0,N,0,1989,USA,Arabic,1981,Egypt,M,1,Egypt,26.820553,30.802498,F,0,Canada,56.130366,-106.346771,Novel,161,,"Translator's Introduction,   Prologue",Y (Notes),1,15,"imam, bismallah, Cairo geography, feddan, Magnun Leyla, sentence used in war with Israel, Coptic month","imam, bismallah",1,-,0,-,0,"Cairo geography, feddan, Magnun Leyla, sentence used in war with Israel, Coptic month",1,1,-,-
Midaq Alley,"Mahfouz, Naguib",89803944,"Le Gassick, Trevor",66476267,Three Continents,N,0,Y,1,1981,USA,Arabic,1966,Lebanon,M,1,Egypt,26.820553,30.802498,M,1,USA,37.09024,-95.712891,Novel,246,,"Images,   Introduction",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
The Thief and the Dogs,"Mahfouz, Naguib",89803944,"Le Gassick, Trevor & Badawi, M.M.","66476267, 19717732",Doubleday,N,0,N,0,1989,USA,Arabic,1961,Egypt,M,1,Egypt,26.820553,30.802498,"M, M",1,"USA, UK",38.9201906,-77.0628269,Novel,145,,"Translator's Acknowledgements,   Contents Page,   Author Bio,   Translator Bio",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
Adrift on the Nile,"Mahfouz, Naguib",89803944,"Liardet, Frances ",,Doubleday,N,0,N,0,1993,USA,Arabic,1966,Egypt,M,1,Egypt,26.820553,30.802498,F,0,UK,55.378051,-3.435973,Novel,167,,"Dedication,   Translator's Acknowledgements,   Translator's Introduction,   Author Bio",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
The Day the Leader was Killed,"Mahfouz, Naguib",89803944,"Mashem, Malak",283226333,Anchor,N,0,N,0,1997,USA,Arabic,1985,Egypt,M,1,Egypt,26.820553,30.802498,F,0,-,,,Novel,101,,"Author Bio,   Illustrator Bio,   Translator Bio,   Translator's Introduction",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
Miramar,"Mahfouz, Naguib",89803944,"Moussa-Mahmoud, Fatma",97004020,Heinemann,N,0,Y,1,1978,UK,Arabic,1967,Egypt,M,1,Egypt,26.820553,30.802498,F,0,Egypt,26.820553,30.802498,Novel,130,,"Contents Page,   Translator's Note,   Author Bio",Y (Notes),1,66,,iblis,1,-,0,"melaya, gallabiyya",1,"pasha, Umm Kulthum, feddan, fellaha, ustaz",1,1,-,-
Miramar,"Mahfouz, Naguib",89803944,"Moussa-Mahmoud, Fatma",97004020,Three Continents,N,0,Y,1,1983,USA,Arabic,1967,Egypt,M,1,Egypt,26.820553,30.802498,F,0,Egypt,26.820553,30.802498,Novel,130,,Introduction,Y (Notes),1,66,"Koranic/historical explanations, iblis, gallabiyya, Cairo geography",iblis,1,-,0,gallabiyya,1,"Cairo geography, explanations",1,1,-,-
Morning and Evening Talk,"Mahfouz, Naguib",89803944,"Phillips, Christina",21963312,AUC,Y,1,Y,1,2007,Egypt,Arabic,1987,Egypt,M,1,Egypt,26.820553,30.802498,F,0,UK,55.378051,-3.435973,Novel,204,,Glossary,Y,1,36,,dervish,1,-,0,gallabiya,1,"bey, effendi, hanem, infitah, mashrabiya, narghile, pasha, sidi, umma party, watani party",1,1,-,-
The Mirage,"Mahfouz, Naguib",89803944,"Roberts, Nancy",47001671,Anchor,N,0,N,0,2009,UK,Arabic,1948,Egypt,M,1,Egypt,26.820553,30.802498,F,0,USA,37.09024,-95.712891,Novel,470,,"Author and Translator Bio,   Translator's Introduction,   Map,    Notes (after translator's introduction)",Y,1,13,"Munira al-Mahdiya, Umm Kulthum, eid al-adha, eid al-fitr, fatiha, magzub, Sayyida Zaynab's shrine, throne verse, fuul, djinn, al-gadeed","eid al-adha, eid al-fitr, fatiha, magzub, Sayyida Zaynab's shrine, throne verse",1,fuul,1,-,0,"djinn, al-gadeed",1,1,-,-
Love in the Rain,"Mahfouz, Naguib",89803944,"Roberts, Nancy",47001671,AUC,Y,1,Y,1,2011,Egypt,Arabic,1973,Egypt,M,1,Egypt,26.820553,30.802498,F,0,USA,37.09024,-95.712891,Novel,130,,"Translator's Afterword,   Notes",Y,1,8,"Amm, Sidi al-Bayyumi, the 1919 generation, shisha",-,0,-,0,-,0,"amm, shisha, Sidi al-Bayyumi, the 1919 generation",1,1,-,-
Fountain and Tomb,"Mahfouz, Naguib",89803944,"Sobhi, Soad & Fatthouh, Essam & Kenneson, James","287946853, 279977144, 306342426",Three Continents,N,0,Y,1,1988,USA,Arabic,1975,Egypt,M,1,Egypt,26.820553,30.802498,"F,M,M",-,-,,,Novel,118,,"Contents Page,   Translator's Foreword,   Introduction,   Footnotes",Y,1,38,"afreet, dervish, exordium, imam, jinn, shiekh, sufi, sura, takiya, waqf, zar, falafel, halwa, leban, gallabiya, malaya, alma, booza, bouri, dallala, fellah/fellahah/fellaheen, futuwa, ghurza, hookah, kanoon, manzool, mashta, muallim, oud, riq","afreet, dervish, exordium, imam, jinn, shiekh, sufi, sura, takiya, waqf, zar",1,"falafel, halwa, leban, ",1,"gallabiya, malaya, ",1,"alma, booza, bouri, dallala, fellah/fellahah/fellaheen, futuwa, ghurza, hookah, kanoon, manzool, mashta, muallim, oud, riq",1,1,-,1986 Arab League Translation Award
Children of Gebelawi,"Mahfouz, Naguib",89803944,"Stewart, Phillip ",-,Heinemann,N,0,N,0,1981,UK,Arabic,1959,Lebanon,M,1,Egypt,26.820553,30.802498,M,1,UK,55.378051,-3.435973,Novel,355,,"Contents Page,   Author Bio,   Translator Bio",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
Khufu's Wisdom,"Mahfouz, Naguib",89803944,"Stock, Raymond",58084540,Anchor,N,0,N,0,2003,UK,Arabic,1939,Egypt,M,1,Egypt,26.820553,30.802498,M,1,USA,37.09024,-95.712891,Novel,187,,"Dedication,   Translator's Introduction,   Notes",Y,1,15,"Coptic calendar, historical references",-,0,-,0,-,0,"Coptic calendar, historical references",1,1,-,-
The Dreams,"Mahfouz, Naguib",89803944,"Stock, Raymond",58084540,AUC,Y,1,N,0,2004,Egypt,Arabic,2000,Egypt,M,1,Egypt,26.820553,30.802498,M,1,USA,37.09024,-95.712891,Novel,120,,"Author Bio,   Contents Page",Y,1,23,"Cairo geography, birth-feast of Husayn, fuul, gallabiya, kunafa, jellaba, jubba, mahmal, rabab, tagin, 'ud, Egyptian figures",-,0,"fuul, kunafa, tagin",1,"gallabiya, jellaba, jubba",1,"Cairo geography, birth-feast of Husayn, mahmal, rabab, 'ud, Egyptian figures",1,1,-,-
The Coffeehouse,"Mahfouz, Naguib",89803944,"Stock, Raymond",58084540,AUC,Y,1,Y,1,2010,Egypt,Arabic,1988,Egypt,M,1,Egypt,26.820553,30.802498,M,1,USA,37.09024,-95.712891,Novel,135,,Translator's Afterword,N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
Before the Throne,"Mahfouz, Naguib",89803944,"Stock, Raymond T",58084540,AUC,Y,1,N,0,2009,Egypt,Arabic,1983,Egypt,M,1,Egypt,26.820553,30.802498,M,1,USA,37.09024,-95.712891,Novel,144,,"Translator's Introduction,   Map,   Glossary",Y (Notes),1,29,-,-,0,-,0,-,0,-,0,0,-,-
Children of the Alley,"Mahfouz, Naguib",89803944,"Theroux, Peter ",92000990,Doubleday,N,0,N,0,1996,USA,Arabic,1959,Egypt,M,1,Egypt,26.820553,30.802498,M,1,USA,37.09024,-95.712891,Novel,440,,Glossary,N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
The Rising from the Coffin,"Mahmud, Mustafa",56722093,"Bishai, David",18384260,Arab Writer Publishers and Printers,N,0,N,0,1967,Egypt,Arabic,1965,Egypt,M,1,Egypt,26.820553,30.802498,M,1,-,,,Novel,118,,None,N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
Memories of a Meltdown,"Makhzangi, Mohamed",5264031,"Selim, Samah",44579998,AUC,Y,1,N,0,2006,Egypt,Arabic,1997,Egypt,M,1,Egypt,26.820553,30.802498,F,0,USA,37.09024,-95.712891,Memoir,100,,None,N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
The Loved Ones,"Mamdouh, Alia",123943,"Booth, Marilyn ",14901543,AUC,Y,1,Y,1,2016,Egypt,Arabic,2003,Lebanon,F,0,France,46.227638,2.213749,F,0,USA,37.09024,-95.712891,Novel,276,,"Foreword,   Editor's Note,   Glossary,   Afterword,   Publisher Information",N,0,-,-,-,0,-,0,-,0,-,0,0,Naguib Mahfouz Medal,
Naphtalene,"Mamdouh, Alia",123943,"Theroux, Peter",92000990,The Feminist Press at CUNY,Y,1,N,0,2005,USA,Arabic,1986,Egypt,F,0,France,46.227638,2.213749,M,1,USA,37.09024,-95.712891,Novel,190,,"Dedication,   Translator's note,  Translator's acknowledgements",Y (Notes),1,5,"abaya, khishkhash, umm, Prophet's hairs",Prophet's hairs,1,khishkhash,1,abaya,1,"abu, umm",1,0,-,-
Mothballs,"Mamduh, Alia",123943,"Theroux, Peter",92000990,Garnet,N,0,Y,1,1996,UK,Arabic,1986,Egypt,F,0,"Iraq, France",33.312053,44.4216241,M,1,USA,37.09024,-95.712891,Novel,162,,"Introduction,   Glossary,   Author and Translator Bio",Y,1,4,,-,0,-,0,abaya,1,"abu, umm, khishkhash",1,0,-,-
32,"Mandour, Sahar",78999039,"Fares, Nicole",179145541813996601467,Syracuse,Y,1,Y,1,2016,USA,Arabic,2010,Lebanon,F,0,Lebanon,33.854721,35.862285,F,0,USA,37.09024,-95.712891,Novel,133,,"Dedication,   Translator's Dedication,   Translator's Introduction,   Quotation,   Glossary,   Author and Translator Bio",Y,1,30,"hamra street, ras beirut, shadia",-,0,-,0,-,0,"Fairuz, fitnah, Umm Kulthum, Sabah",1,1,-,-
